GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,LON,LAT
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9986710000,40.7795214600
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9984790000,40.7498990000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9975330000,40.7209920000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9959260000,40.4999010000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9960510000,40.4023260300
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9961550000,40.3218380000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9961550000,40.3212500000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9961820000,40.2635320000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9961830000,40.2624610000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9968990000,40.1588415200
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9971240000,40.1263630000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9972330000,40.0917876800
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9972340000,40.0915910000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9971750000,40.0772450000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9972910000,40.0718030000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9976340000,39.9565050000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-119.9997330000,39.8514060000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0006070000,39.7807790000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0005020000,39.7799560000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0013190000,39.7224200000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0013190000,39.7224163200
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0158040000,39.7223590000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0157340000,39.7087210000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1260360000,39.7088880000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1471490000,39.7076580000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1465800000,39.7364060000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1277630000,39.7361590000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1276350000,39.7509540000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1191100000,39.7510870000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1195840000,39.7656270000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1171020000,39.7656640000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1106270000,39.7657790000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1110680000,39.7808170000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1078100000,39.7942140000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1083210000,39.8283910000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.1080990000,39.8812660000
0500000US06035,06,035,Lassen,County,4541.184000000000000,-120.0993390000,39.8812190000
